Product Name
צלחות גדולות 50 יחידות
צלחת קטנה איכותית לבן
ליפתניות לבנות
צלחות לבנות
10' לוקסור מנטה (10 יח')
10' לוקסור נצנץ זהב (10 יח')
10' לוקסור נצנץ כסף (10 יח')
7' לוקסור לבן (10 יח')
7' לוקסור מנטה (10 יח')
צלחות לבנות
סלטיות לבנות
אובלי בלה קטן (8 יח') שחור זהב
"גביעים אמריקאים 980מ""ל (16יח')"
טוסקנה אובלי גדול לבן 3יח
טוסקנה אובלי גדול קרם 3יח
קערית אובלית גדולה שקוף
טוסקנה מרקיה ורוד עתיק 10יח
קערות טוסקנה בז (10 יח')
טוסקנה מרקיה שקוף 10יח
טוסקנה צלחת 10' 10יח
טוסקנה צלחת 10' לבן 10יח
טוסקנה צלחות 25 סמ 10 יחידות
טוסקנה צלחת 10' שקוף 10יח
צלחות טוסקנה ורוד (10 יח')
טוסקנה צלחת 7' לבן 10יח
צלחות טוסקנה בז (10 יח')
טוסקנה צלחת 7' שקוף 10יח
טוסקנה צלחת 9 ורוד עתיק 10יח
צלחות טוסקנה לבן (10 יח')
צלחות טוסקנה בז (10 יח')
